full_name,selling_price,year,seller_type,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats
Maruti Baleno Zeta 1.2,6.0,2017.0,Individual,100000,Petrol,Manual,21.4,1197.0,83.1,5.0
Maruti Celerio VXI,3.2,2014.0,Individual,35000,Petrol,Manual,23.1,998.0,67.04,5.0
Hyundai i20 Active 1.4 SX,7.0,2016.0,Individual,50000,Diesel,Manual,21.19,1396.0,88.73,5.0
Ford Aspire 1.2 Ti-VCT Titanium,6.3,2018.0,Individual,10000,Petrol,Manual,18.16,1196.0,86.8,5.0
Maruti Alto 800 VXI Airbag,3.2,2016.0,Individual,10370,Petrol,Manual,22.74,796.0,47.3,5.0
Honda City V MT,4.65,2013.0,Dealer,62000,Petrol,Manual,16.8,1497.0,116.3,5.0
Tata Manza Aura Quadrajet BS IV,2.75,2011.0,Individual,70000,Diesel,Manual,21.12,1248.0,88.8,5.0
Nissan Sunny Diesel XL,3.7,2013.0,Individual,250000,Diesel,Manual,21.64,1461.0,84.8,5.0
Hyundai i20 Sportz 1.2,5.5,2016.0,Individual,40000,Petrol,Manual,18.6,1197.0,81.83,5.0
Maruti Swift VVT VXI,4.45,2017.0,Individual,60000,Petrol,Manual,22.0,1197.0,81.8,5.0
Tata Safari Storme VX,7.05,2013.0,Dealer,67231,Diesel,Manual,14.0,2179.0,138.1,7.0
Maruti Wagon R CNG LXI BSIV,2.7,2013.0,Dealer,64000,CNG,Manual,33.54,998.0,67.04,5.0
Nissan Micra Diesel XV,4.2,2012.0,Dealer,142587,Diesel,Manual,23.08,1461.0,63.1,5.0
Honda City i DTec SV,4.75,2014.0,Dealer,63000,Diesel,Manual,26.0,1498.0,98.6,5.0
Toyota Fortuner 4x4 MT,17.55,2015.0,Individual,80000,Diesel,Manual,12.55,2982.0,168.5,7.0
Honda City 2017-2020 VTEC,3.5,2011.0,Dealer,55000,Petrol,Manual,16.9,1497.0,100.0,5.0
Hyundai i20 2015-2017 Sportz Option 1.2,5.75,2016.0,Dealer,11000,Petrol,Manual,18.6,1197.0,81.83,5.0
Toyota Etios Liva GD,4.66,2016.0,Dealer,66000,Diesel,Manual,23.59,1364.0,67.06,5.0
Renault KWID 1.0 RXT Optional,3.6,2017.0,Individual,17000,Petrol,Manual,23.01,999.0,67.0,5.0
Maruti Alto 800 VXI Optional,2.75,2017.0,Individual,25000,Petrol,Manual,24.7,796.0,47.3,5.0
Datsun GO Plus D,3.2,2016.0,Individual,33350,Petrol,Manual,19.44,1198.0,67.0,7.0
Maruti Omni 5 Str STD,0.95,2000.0,Individual,45000,Petrol,Manual,14.0,796.0,35.0,5.0
Hyundai Grand i10 Magna,3.7,2015.0,Dealer,62000,Petrol,Manual,18.9,1197.0,82.0,5.0
Honda Brio E MT,2.5,2013.0,Individual,30000,Petrol,Manual,19.4,1198.0,86.8,5.0
Maruti Swift Dzire ZXi,2.75,2009.0,Individual,59000,Petrol,Manual,17.5,1298.0,85.8,5.0
Mercedes-Benz GLA AMG 45 4MATIC,19.5,2015.0,Dealer,20000,Petrol,Automatic,12.33,1991.0,375.48,5.0
Honda City i VTEC V,5.5,2014.0,Dealer,86113,Petrol,Manual,17.4,1497.0,117.3,5.0
Toyota Corolla Altis Diesel D4DG,13.25,2016.0,Dealer,45000,Diesel,Manual,21.43,1364.0,87.2,5.0
Maruti Swift Dzire VDI,7.5,2018.0,Individual,10000,Diesel,Manual,28.4,1248.0,74.02,5.0
Nissan Micra XV,2.9,2011.0,Dealer,70000,Petrol,Manual,18.06,1198.0,75.0,5.0
Maruti Wagon R VXI,2.72,2015.0,Individual,92537,Petrol,Manual,20.51,998.0,67.04,5.0
Maruti Ciaz 1.3 Alpha,9.51,2019.0,Dealer,27645,Diesel,Manual,28.09,1248.0,88.5,5.0
Maruti Alto K10 2010-2014 VXI,2.8,2013.0,Individual,46242,Petrol,Manual,20.92,998.0,67.1,5.0
Honda City V MT AVN,5.45,2013.0,Individual,70000,Petrol,Manual,16.8,1497.0,116.3,5.0
Renault KWID RXT,4.5,2020.0,Individual,6000,Petrol,Manual,22.3,799.0,53.26,5.0
Hyundai i20 2015-2017 Magna 1.2,4.8,2017.0,Dealer,64000,Petrol,Manual,18.6,1197.0,81.83,5.0
Mahindra Scorpio 1.99 S10,10.6,2017.0,Dealer,93000,Diesel,Manual,15.4,1997.0,120.0,7.0
Maruti Alto 800 LXI,2.35,2013.0,Dealer,26200,Petrol,Manual,22.74,796.0,47.3,5.0
Maruti Baleno Zeta 1.2,5.9,2017.0,Individual,25000,Petrol,Manual,21.4,1197.0,83.1,5.0
Mahindra TUV 300 mHAWK100 T8 Dual Tone,7.5,2017.0,Individual,80000,Diesel,Manual,18.49,1493.0,100.0,7.0
Hyundai Santro AT,0.71,2004.0,Individual,110000,Petrol,Automatic,0.0,999.0,5.0,5.0
Mahindra TUV 300 T4,4.5,2016.0,Individual,70000,Diesel,Manual,18.49,1493.0,100.0,7.0
Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,29.5,2018.0,Dealer,50000,Diesel,Automatic,12.9,2755.0,174.5,7.0
Hyundai Santro Xing GLS,1.1,2008.0,Individual,80000,Petrol,Manual,17.92,1086.0,62.1,5.0
Mahindra Scorpio M2DI,2.8,2007.0,Individual,110000,Diesel,Manual,13.5,2179.0,115.0,5.0
Audi A4 30 TFSI Premium Plus,18.51,2016.0,Dealer,55000,Petrol,Automatic,17.84,1395.0,147.51,5.0
Honda City i-VTEC S,7.5,2018.0,Individual,25000,Petrol,Manual,17.4,1497.0,117.3,5.0
Hyundai Grand i10 Magna,4.0,2015.0,Dealer,36000,Petrol,Manual,18.9,1197.0,81.86,5.0
Maruti Swift Dzire ZDI,5.3,2015.0,Individual,40000,Diesel,Manual,26.59,1248.0,74.0,5.0
Mahindra Thar CRDe,8.7,2018.0,Individual,25000,Diesel,Manual,16.55,2498.0,105.0,6.0
Renault KWID RXL,2.95,2018.0,Dealer,30038,Petrol,Manual,25.17,799.0,53.3,5.0
Tata Tiago 1.05 Revotorq XE,3.7,2017.0,Individual,53000,Diesel,Manual,27.28,1047.0,69.0,5.0
Maruti Swift VXI,5.3,2018.0,Individual,5000,Petrol,Manual,21.21,1197.0,81.8,5.0
Hyundai Xcent 1.1 CRDi SX Option,6.0,2014.0,Individual,41217,Diesel,Manual,24.4,1120.0,71.0,5.0
Renault KWID Climber 1.0 AMT,3.5,2017.0,Individual,35000,Petrol,Automatic,24.04,999.0,67.0,5.0
Ford Ecosport 1.5 DV5 MT Titanium,4.7,2013.0,Dealer,62000,Diesel,Manual,22.7,1498.0,89.84,5.0
Ford Aspire 1.5 TDCi Trend,3.9,2015.0,Individual,42000,Diesel,Manual,25.83,1498.0,99.0,5.0
Ambassador Avigo 2000 DSZ,1.16,2005.0,Individual,120000,Diesel,Manual,13.2,1995.0,56.0,5.0
Mahindra Scorpio S10 7 Seater,9.2,2015.0,Individual,80000,Diesel,Manual,15.4,2179.0,120.0,7.0
Mahindra XUV500 W8 2WD,5.5,2013.0,Individual,60000,Diesel,Manual,15.1,2179.0,140.0,7.0
Hyundai Verna 1.6 SX,6.35,2014.0,Individual,45000,Diesel,Manual,22.32,1582.0,126.32,5.0
Mahindra XUV500 AT W8 FWD,12.5,2017.0,Dealer,50000,Diesel,Automatic,16.0,2179.0,140.0,7.0
Maruti Alto 800 VXI,3.0,2018.0,Individual,12000,Petrol,Manual,24.7,796.0,47.3,5.0
Honda City i-VTEC CVT V,9.6,2018.0,Individual,12000,Petrol,Automatic,18.0,1497.0,117.6,5.0
Maruti Vitara Brezza VDi Option,7.5,2018.0,Individual,15000,Diesel,Manual,24.3,1248.0,88.5,5.0
Volkswagen Polo Petrol Trendline 1.2L,2.49,2011.0,Dealer,63000,Petrol,Manual,16.47,1198.0,73.9,5.0
Tata Hexa XT,14.0,2018.0,Individual,30000,Diesel,Manual,17.6,2179.0,153.86,7.0
Ford Figo Diesel ZXI,2.5,2011.0,Individual,160800,Diesel,Manual,20.0,1399.0,68.0,5.0
Hyundai Verna 1.6 SX,6.1,2014.0,Individual,120000,Diesel,Manual,22.32,1582.0,126.32,5.0
Maruti Zen Estilo VXI BSIII,1.65,2010.0,Dealer,62821,Petrol,Manual,18.2,998.0,67.1,5.0
Ford Ecosport 2015-2021 1.5 Diesel Ambiente,5.45,2016.0,Dealer,78247,Diesel,Manual,21.7,1498.0,98.96,5.0
Hyundai Verna 1.6 CRDi EX MT,4.8,2013.0,Individual,113000,Diesel,Manual,22.32,1582.0,126.3,5.0
Hyundai i20 2015-2017 Asta Option 1.2,3.95,2014.0,Dealer,52000,Petrol,Manual,18.6,1197.0,81.83,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater,4.95,2012.0,Dealer,109000,Diesel,Manual,12.99,2494.0,100.6,7.0
Ford Figo Aspire Facelift,5.5,2017.0,Individual,15000,Diesel,Manual,0.0,1498.0,99.0,5.0
Hyundai Grand i10 Asta Option,4.7,2017.0,Individual,90000,Petrol,Manual,18.9,1197.0,82.0,5.0
Tata Indica eXeta eGLX,2.0,2011.0,Individual,35000,Petrol,Manual,16.84,1193.0,64.4,5.0
Skoda Laura 1.9 TDI MT Ambiente,2.8,2010.0,Individual,90000,Diesel,Manual,17.0,1896.0,105.0,5.0
Chevrolet Aveo 1.4 LS Limited Edition,1.49,2008.0,Dealer,62001,Petrol,Manual,14.4,1399.0,94.0,5.0
Volkswagen Polo Diesel Trendline 1.2L,2.0,2011.0,Dealer,98000,Diesel,Manual,22.07,1199.0,73.9,5.0
Hyundai i20 Active 1.4 SX,6.99,2016.0,Individual,20000,Diesel,Manual,21.19,1396.0,88.73,5.0
Toyota Corolla Altis 1.8 G,3.15,2010.0,Dealer,57000,Petrol,Manual,14.28,1798.0,138.03,5.0
Maruti Wagon R VXI,3.4,2014.0,Individual,21717,Petrol,Manual,20.51,998.0,67.04,5.0
Renault Duster 85PS Diesel RxL,5.0,2014.0,Individual,40000,Diesel,Manual,20.45,1461.0,83.8,5.0
Honda City i-VTEC ZX,10.5,2017.0,Individual,50000,Petrol,Manual,17.14,1497.0,117.6,5.0
Renault Duster 110PS Diesel RxZ,6.0,2016.0,Individual,90000,Diesel,Manual,19.6,1461.0,108.45,5.0
Fiat Avventura Urban Cross 1.3 Multijet Active,4.78,2017.0,Individual,90000,Diesel,Manual,20.5,1248.0,91.72,5.0
Maruti Swift VXI Optional,4.91,2017.0,Dealer,27876,Petrol,Manual,20.4,1197.0,81.8,5.0
Land Rover Discovery Sport Si4 HSE,28.9,2016.0,Dealer,56000,Petrol,Automatic,12.63,1999.0,177.0,5.0
Hyundai i10 Asta,1.6,2008.0,Individual,57215,Petrol,Manual,20.36,1197.0,78.9,5.0
Hyundai Venue SX Turbo BSIV,9.85,2019.0,Dealer,5400,Petrol,Manual,18.27,998.0,118.35,5.0
Maruti Swift Dzire VDI,5.0,2014.0,Individual,60000,Diesel,Manual,23.4,1248.0,74.0,5.0
Tata Tiago 1.2 Revotron XT,3.35,2017.0,Individual,24800,Petrol,Manual,23.84,1199.0,84.0,5.0
Maruti Alto LXi BSIII,0.85,2005.0,Individual,70000,Petrol,Manual,19.7,796.0,46.3,5.0
Honda BRV i-DTEC VX MT,9.5,2016.0,Dealer,59450,Diesel,Manual,21.9,1498.0,98.6,7.0
Honda Jazz VX CVT,7.4,2018.0,Dealer,20000,Petrol,Automatic,17.1,1199.0,88.51,5.0
Tata Indica Vista Terra 1.4 TDI,2.0,2010.0,Individual,90000,Diesel,Manual,17.0,1405.0,71.0,5.0
Maruti Swift VXI,3.75,2013.0,Dealer,34553,Petrol,Manual,22.0,1197.0,81.8,5.0
Maruti Vitara Brezza VDi,8.1,2018.0,Individual,40000,Diesel,Manual,24.3,1248.0,88.5,5.0
Volkswagen Polo Petrol Trendline 1.2L,1.73,2010.0,Individual,350000,Petrol,Manual,16.47,1198.0,73.9,5.0
Maruti Vitara Brezza VDi,7.0,2017.0,Individual,50000,Diesel,Manual,24.3,1248.0,88.5,5.0
Mahindra KUV 100 mFALCON D75 K4,3.1,2016.0,Individual,70000,Diesel,Manual,25.32,1198.0,77.0,6.0
Mahindra Scorpio 1.99 S4,8.5,2017.0,Individual,120000,Diesel,Manual,15.4,1997.0,120.0,7.0
Hyundai i20 Era 1.4 CRDi,2.85,2013.0,Individual,90000,Diesel,Manual,22.54,1396.0,88.76,5.0
Maruti Swift Dzire VDI,4.5,2014.0,Individual,120000,Diesel,Manual,23.4,1248.0,74.0,5.0
Hyundai Creta 1.6 CRDi SX,11.0,2017.0,Individual,80000,Diesel,Manual,19.67,1582.0,126.2,5.0
Mahindra Xylo E4 BS IV,3.5,2011.0,Individual,155000,Diesel,Manual,14.0,2498.0,112.0,7.0
Mahindra Scorpio 1.99 S6 Plus,10.8,2017.0,Individual,30000,Diesel,Manual,15.4,1997.0,120.0,7.0
Honda City i DTEC V,5.3,2014.0,Dealer,66100,Diesel,Manual,26.0,1498.0,98.6,5.0
Maruti Swift Dzire VDI,6.8,2017.0,Individual,50000,Diesel,Manual,28.4,1248.0,74.02,5.0
Mahindra Scorpio 1.99 S4 Plus,10.25,2017.0,Dealer,42000,Diesel,Manual,15.4,1997.0,120.0,7.0
Hyundai i20 1.2 Spotz,6.5,2017.0,Individual,55000,Petrol,Manual,18.6,1197.0,81.83,5.0
Hyundai i10 Magna,1.94,2012.0,Dealer,110699,Petrol,Manual,20.36,1197.0,78.9,5.0
Maruti Baleno Delta Automatic,6.86,2019.0,Individual,5000,Petrol,Automatic,21.4,1197.0,83.1,5.0
Maruti Alto 800 LXI,2.0,2016.0,Individual,50000,Petrol,Manual,22.74,796.0,47.3,5.0
Maruti Swift Dzire VXI,2.5,2010.0,Dealer,44000,Petrol,Manual,19.1,1197.0,85.8,5.0
Maruti Vitara Brezza VDi Option,7.3,2018.0,Individual,90000,Diesel,Manual,24.3,1248.0,88.5,5.0
Hyundai Verna 1.6 VTVT SX,6.5,2016.0,Dealer,55000,Petrol,Manual,17.01,1591.0,121.3,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,7.9,2017.0,Dealer,45000,Diesel,Manual,24.3,1248.0,88.5,5.0
Maruti Baleno Zeta 1.2,6.2,2017.0,Individual,30000,Petrol,Manual,21.4,1197.0,83.1,5.0
Hyundai Verna 1.6 VTVT,5.1,2013.0,Individual,50000,Petrol,Manual,17.01,1591.0,121.3,5.0
Hyundai Santro Xing XL,1.15,2005.0,Individual,120000,Petrol,Manual,0.0,1086.0,5.0,5.0
Maruti Eeco 5 Seater AC BSIV,3.75,2013.0,Individual,20000,Petrol,Manual,15.37,1196.0,73.0,5.0
Nissan Terrano XV 110 PS,5.25,2015.0,Dealer,69000,Diesel,Manual,19.01,1461.0,108.5,5.0
Maruti Swift Dzire AMT VXI,6.2,2017.0,Trustmark Dealer,19843,Petrol,Automatic,21.21,1197.0,81.8,5.0
Tata Indigo LS (TDI) BS-III,2.7,2014.0,Individual,20000,Diesel,Manual,19.09,1405.0,69.01,5.0
Ford Endeavour 3.0L 4X4 AT,9.5,2011.0,Individual,30000,Diesel,Automatic,11.4,2953.0,153.86,7.0
Toyota Innova Crysta 2016-2020 2.4 G MT,14.5,2017.0,Dealer,52300,Diesel,Manual,13.68,2393.0,147.51,7.0
Honda City i VTEC CVT SV,8.45,2016.0,Individual,40000,Petrol,Automatic,18.0,1497.0,117.3,5.0
Maruti Swift Dzire LDI,3.9,2014.0,Dealer,61500,Diesel,Manual,23.4,1248.0,74.0,5.0
Honda Amaze S i-Vtech,3.95,2015.0,Dealer,59000,Petrol,Manual,18.0,1198.0,86.7,5.0
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,4.5,2018.0,Individual,40000,Petrol,Manual,18.9,1197.0,81.86,5.0
Audi A6 2.0 TDI,17.0,2013.0,Individual,60000,Diesel,Automatic,17.68,1968.0,174.33,5.0
Hyundai Grand i10 Magna,3.25,2013.0,Dealer,61000,Petrol,Manual,18.9,1197.0,82.0,5.0
Mahindra KUV 100 mFALCON D75 K4,3.5,2016.0,Individual,70000,Diesel,Manual,25.32,1198.0,77.0,6.0
Mahindra XUV500 W8 2WD,6.5,2013.0,Dealer,63000,Diesel,Manual,15.1,2179.0,140.0,7.0
Mercedes-Benz E-Class E 200 CGI,12.5,2012.0,Dealer,58000,Petrol,Manual,12.3,1796.0,185.0,5.0
Maruti Zen Estilo VXI BSIV,2.2,2013.0,Individual,40000,Petrol,Manual,19.0,998.0,67.1,5.0
Mahindra Quanto C8,3.5,2015.0,Individual,49000,Diesel,Manual,17.21,1493.0,100.0,7.0
Maruti Swift Dzire VDI,7.5,2017.0,Individual,22000,Diesel,Manual,28.4,1248.0,74.02,5.0
Honda City 1.5 V MT,2.99,2010.0,Dealer,57977,Petrol,Manual,17.0,1497.0,118.0,5.0
Hyundai Xcent 1.1 CRDi Base,3.78,2016.0,Individual,70000,Diesel,Manual,24.4,1120.0,71.0,5.0
Land Rover Range Rover Evoque Convertible HSE Dynamic,70.0,2018.0,Dealer,13000,Petrol,Automatic,12.19,1997.0,237.36,4.0
Mini Cooper 3 DOOR S,13.25,2012.0,Dealer,67000,Petrol,Automatic,17.33,1998.0,189.08,4.0
Maruti Ertiga VDI,5.24,2014.0,Dealer,48242,Diesel,Manual,20.77,1248.0,88.76,7.0
Ford Figo Diesel EXI,1.69,2012.0,Dealer,68000,Diesel,Manual,20.0,1399.0,68.05,5.0
Maruti Ertiga ZDI,5.0,2014.0,Individual,40000,Diesel,Manual,20.77,1248.0,88.8,7.0
Audi Q7 2006-2020 3.0 TDI Quattro Premium Plus,20.0,2012.0,Dealer,98000,Diesel,Automatic,12.07,2967.0,241.4,7.0
Maruti Swift Dzire VDI,3.8,2013.0,Individual,113450,Diesel,Manual,23.4,1248.0,74.0,5.0
Maruti Wagon R AMT VXI,4.0,2018.0,Individual,80000,Petrol,Automatic,20.51,998.0,67.0,5.0
Hyundai Santro Sportz SE AMT BSIV,5.65,2020.0,Dealer,1000,Petrol,Automatic,20.3,1086.0,68.0,5.0
Maruti Wagon R VXI,3.35,2015.0,Dealer,20292,Petrol,Manual,20.51,998.0,67.04,5.0
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,3.0,2010.0,Dealer,67900,Diesel,Manual,12.05,2179.0,120.0,7.0
Chevrolet Beat Diesel LS,2.0,2012.0,Individual,70000,Diesel,Manual,25.44,936.0,57.6,5.0
Mahindra Scorpio 1.99 S10,10.51,2015.0,Dealer,40000,Diesel,Manual,15.4,1997.0,120.0,7.0
Hyundai Grand i10 1.2 CRDi Sportz Option,5.1,2017.0,Individual,60000,Diesel,Manual,24.0,1186.0,73.97,5.0
Renault KWID Climber 1.0 AMT,3.7,2018.0,Individual,25000,Petrol,Automatic,24.04,999.0,67.0,5.0
Maruti Wagon R LXI,2.0,2006.0,Individual,70000,Petrol,Manual,18.9,998.0,67.1,5.0
Maruti Baleno Delta 1.3,6.25,2018.0,Individual,21000,Diesel,Manual,27.39,1248.0,74.0,5.0
Mahindra Scorpio S7 140 BSIV,12.9,2018.0,Dealer,39000,Diesel,Manual,16.36,2179.0,140.0,7.0
Hyundai Creta 1.6 E Plus,8.9,2017.0,Dealer,30000,Petrol,Manual,15.8,1591.0,121.3,5.0
Hyundai Verna 1.6 CRDI,4.2,2012.0,Dealer,61000,Diesel,Manual,22.32,1582.0,126.3,5.0
Maruti Swift LXI Optional-O,5.0,2017.0,Trustmark Dealer,5743,Petrol,Manual,20.4,1197.0,83.11,5.0
Nissan Terrano XL Plus 85 PS,7.5,2017.0,Dealer,44000,Diesel,Manual,20.45,1461.0,83.8,5.0
Hyundai Grand i10 1.2 Kappa Asta,6.0,2018.0,Individual,24200,Petrol,Manual,18.9,1197.0,81.86,5.0
Maruti Baleno Delta 1.3,5.9,2017.0,Individual,57000,Diesel,Manual,27.39,1248.0,74.0,5.0
Hyundai i10 Magna,1.9,2011.0,Dealer,58000,Petrol,Manual,20.36,1197.0,78.9,5.0
Datsun GO Plus T Option BSIV,5.0,2017.0,Individual,15000,Petrol,Manual,19.44,1198.0,67.0,7.0
Maruti Celerio ZXI Optional,4.5,2017.0,Individual,10000,Petrol,Manual,23.1,998.0,67.04,5.0
Mahindra NuvoSport N8,5.5,2016.0,Individual,70000,Diesel,Manual,17.45,1493.0,100.0,7.0
Chevrolet Beat LT,1.7,2011.0,Dealer,65000,Petrol,Manual,18.6,1199.0,79.4,5.0
Mahindra XUV500 W6 2WD,6.5,2015.0,Individual,100000,Diesel,Manual,15.1,2179.0,140.0,7.0
BMW Z4 M40i,82.5,2020.0,Dealer,2000,Petrol,Automatic,11.29,2998.0,335.0,2.0
Maruti Wagon R VXI Opt 1.2,5.0,2020.0,Individual,10000,Petrol,Manual,20.52,1197.0,81.8,5.0
Hyundai Xcent 1.2 Kappa AT SX Option,5.0,2015.0,Individual,10000,Petrol,Automatic,16.9,1197.0,82.0,5.0
Maruti Alto LXi,1.4,2009.0,Individual,43000,Petrol,Manual,19.7,796.0,46.3,5.0
Honda Amaze S Plus i-VTEC,3.49,2013.0,Dealer,64000,CNG,Manual,18.0,1198.0,86.7,5.0
Maruti Wagon R VXI with ABS,3.25,2014.0,Individual,30000,Petrol,Manual,20.51,998.0,67.06,5.0
Honda City i VTEC S,4.35,2014.0,Dealer,63000,Petrol,Manual,17.8,1497.0,117.3,5.0
Maruti Celerio VXI CNG BSIV,4.55,2018.0,Dealer,28000,CNG,Manual,31.79,998.0,58.33,5.0
Land Rover Discovery HSE Luxury 3.0 Si6,62.0,2018.0,Individual,25000,Petrol,Automatic,9.17,2995.0,335.25,7.0
Honda City i VTEC V,7.55,2017.0,Dealer,32226,Petrol,Manual,17.8,1497.0,117.3,5.0
Renault Koleos 2.0 Diesel,6.5,2013.0,Dealer,63432,Diesel,Automatic,13.73,1995.0,148.0,5.0
Audi A3 cabriolet 40 TFSI Premium Plus,40.0,2018.0,Dealer,8000,Petrol,Automatic,16.6,1798.0,177.0,4.0
Honda Brio V MT,2.5,2013.0,Individual,80000,Petrol,Manual,19.4,1198.0,86.8,5.0
Maruti Alto K10 VXI,2.45,2014.0,Individual,65000,Petrol,Manual,23.95,998.0,67.05,5.0
Kia Seltos HTK Plus D,13.5,2019.0,Dealer,14000,Diesel,Manual,20.8,1493.0,113.4,5.0
Tata Indigo LX (TDI) BS III,2.15,2013.0,Individual,90760,Diesel,Manual,19.09,1396.0,69.0,5.0
Tata Indigo LX (TDI) BS-III,4.0,2016.0,Individual,80000,Diesel,Manual,19.09,1405.0,69.01,5.0
Renault KWID AMT RXL,3.1,2018.0,Individual,15000,Petrol,Automatic,24.04,999.0,67.0,5.0
Toyota Fortuner 4X2 AT,12.35,2012.0,Dealer,85000,Petrol,Automatic,0.0,2694.0,163.05,7.0
Renault Captur 1.5 Diesel RXT,12.65,2018.0,Individual,12851,Diesel,Manual,20.37,1461.0,108.45,5.0
BMW 6 Series GT 630i Luxury Line,55.0,2018.0,Individual,30000,Petrol,Automatic,14.28,1998.0,254.7,4.0
Toyota Land Cruiser 200 V8 Petrol,92.0,2016.0,Dealer,80000,Petrol,Automatic,9.0,4461.0,285.4,8.0
Maruti Swift Dzire VDi,6.75,2018.0,Dealer,32000,Diesel,Manual,19.3,1248.0,73.9,5.0
Maruti Wagon R VXI 1.2,5.0,2019.0,Individual,30000,Petrol,Manual,20.52,1197.0,81.8,5.0
Hyundai i10 Sportz Option,3.0,2010.0,Individual,25000,Petrol,Manual,20.36,1197.0,78.9,5.0
Mahindra Scorpio S10 AT 2WD,14.5,2016.0,Individual,35000,Diesel,Automatic,15.4,2179.0,120.0,7.0
Mahindra Scorpio VLX 4WD BSIV,5.3,2013.0,Individual,140000,Diesel,Manual,12.05,2179.0,120.0,8.0
Ford Ecosport 1.5 DV5 MT Titanium,5.75,2014.0,Trustmark Dealer,65597,Diesel,Manual,22.7,1498.0,89.84,5.0
Hyundai Santro Xing GL CNG,2.4,2012.0,Dealer,61785,CNG,Manual,17.0,1086.0,5.0,5.0
Hyundai i20 2015-2017 Sportz 1.2,5.5,2017.0,Individual,35000,Petrol,Manual,18.6,1197.0,81.83,5.0
Maruti Ciaz VDi Plus,5.0,2014.0,Individual,160000,Diesel,Manual,26.21,1248.0,88.5,5.0
Maruti Baleno Delta,6.43,2020.0,Individual,7124,Petrol,Manual,21.01,1197.0,81.8,5.0
Ford Ecosport 2015-2021 S Petrol BSIV,10.0,2019.0,Individual,15000,Petrol,Manual,18.1,999.0,123.24,5.0
Hyundai Xcent 1.2 CRDi S,6.11,2018.0,Dealer,22979,Diesel,Manual,25.4,1186.0,73.97,5.0
Toyota Etios Liva GD,3.1,2014.0,Individual,150000,Diesel,Manual,23.59,1364.0,67.04,5.0
Hyundai Grand i10 Asta,5.5,2016.0,Individual,34000,Petrol,Manual,18.9,1197.0,82.0,5.0
Renault Scala Diesel RxZ Travelogue,3.5,2015.0,Dealer,42000,Diesel,Manual,21.64,1461.0,84.8,5.0
Volkswagen Vento Diesel Trendline,3.0,2011.0,Individual,280000,Diesel,Manual,20.54,1598.0,103.6,5.0
Tata Tigor 1.2 Revotron XT,4.7,2018.0,Individual,40000,Petrol,Manual,20.3,1199.0,84.0,5.0
Honda City i DTec V,5.25,2014.0,Dealer,77000,Diesel,Manual,26.0,1498.0,98.6,5.0
Datsun GO Plus T Option BSIV,4.69,2017.0,Individual,15000,Petrol,Manual,19.44,1198.0,67.0,7.0
Maruti Alto K10 2010-2014 VXI,2.1,2012.0,Individual,60000,Petrol,Manual,20.92,998.0,67.1,5.0
Maruti Alto 800 LXI,2.0,2013.0,Individual,120000,Petrol,Manual,22.74,796.0,47.3,5.0
Renault KWID 1.0 RXT Optional,4.0,2019.0,Individual,2500,Petrol,Manual,23.01,999.0,67.0,5.0
Jaguar XF 2.2 Litre Luxury,21.5,2013.0,Dealer,50000,Diesel,Automatic,16.36,2179.0,187.7,5.0
Maruti Celerio ZXI,3.4,2016.0,Individual,46500,Petrol,Manual,23.1,998.0,67.04,5.0
Maruti Alto LXi BSIII,0.95,2005.0,Individual,5000,Petrol,Manual,19.7,796.0,46.3,5.0
Audi Q3 35 TDI Quattro Premium Plus,20.5,2015.0,Dealer,69000,Diesel,Automatic,15.73,1968.0,174.33,5.0
Maruti Swift VDI,3.81,2012.0,Individual,68000,Diesel,Manual,22.9,1248.0,74.0,5.0
Mercedes-Benz C-Class C 250 CDI Elegance,7.75,2011.0,Dealer,45000,Diesel,Automatic,14.94,2143.0,204.0,5.0
Maruti Swift Dzire VDI,7.0,2017.0,Individual,20000,Diesel,Manual,28.4,1248.0,74.02,5.0
Maruti Ciaz Alpha Diesel,6.75,2017.0,Dealer,106000,Diesel,Manual,28.09,1248.0,88.5,5.0
Honda City i VTEC CVT SV,6.7,2015.0,Dealer,28000,Petrol,Automatic,18.0,1497.0,117.3,5.0
Mahindra XUV500 W6 2WD,10.5,2018.0,Individual,50000,Diesel,Manual,16.0,2179.0,140.0,7.0
Renault Scala Diesel RxL,3.15,2014.0,Dealer,70000,Diesel,Manual,21.64,1461.0,84.8,5.0
BMW X5 xDrive 30d xLine,79.0,2019.0,Individual,19000,Diesel,Automatic,13.38,2993.0,265.0,5.0
Honda City 1.5 S MT,3.6,2011.0,Dealer,55000,Petrol,Manual,17.0,1497.0,118.0,5.0
Ford Figo 1.5D Ambiente ABS MT,4.0,2017.0,Individual,53000,Diesel,Manual,25.83,1498.0,99.0,5.0
Hyundai Verna 1.6 SX,4.7,2014.0,Dealer,89000,Diesel,Manual,22.32,1582.0,126.32,5.0
Maruti Alto 800 LXI,3.04,2018.0,Individual,22000,Petrol,Manual,24.7,796.0,47.3,5.0
Tata Zest Quadrajet 1.3 75PS XMS,5.25,2018.0,Individual,90000,Diesel,Manual,22.95,1248.0,74.0,5.0
